annee,saison,province,culture,altitude_m,pluviometrie_mm,temperature_moy_C,superficie_ha,utilisation_engrais,acces_irrigation,nb_menages,rendement_t_ha,production_totale_t,bonne_recolte
2016,B,Muyinga,Sorgho,1514,631.8,20.5,2.7,0,0,129,1.09,2.94,1
2016,B,Muyinga,Bananier,1504,995.3,22.1,1.15,0,0,167,7.19,8.27,1
2016,B,Kirundo,Maïs,1388,844.4,21.9,2.62,0,0,18,1.17,3.07,1
2016,B,Kirundo,Haricot,1398,599.9,20.4,4.35,1,0,40,0.76,3.31,1
2016,B,Kirundo,Manioc,1432,724.3,22.4,2.7,0,0,118,8.62,23.27,1
2016,B,Kirundo,Patate douce,1422,844.5,21.2,2.3,1,0,101,7.62,17.53,1
2016,B,Kirundo,Sorgho,1442,833.2,20.2,4.38,1,0,128,1.18,5.17,1
2016,B,Kirundo,Bananier,1436,650.5,21.6,3.41,0,0,29,7.01,23.9,1
2016,B,Kayanza,Maïs,2014,617.5,20.1,2.5,0,0,66,1.32,3.3,1
2016,B,Kayanza,Haricot,1985,694.7,18.8,1.97,0,0,76,0.82,1.62,1
2016,B,Kayanza,Manioc,2010,681.1,18.9,0.99,0,0,38,7.59,7.51,1
2016,B,Kayanza,Patate douce,1978,855.6,18.7,1.43,0,1,17,6.47,9.25,1
2016,B,Kayanza,Sorgho,1951,780.5,20.6,4.26,0,0,85,0.93,3.96,1
2016,B,Kayanza,Bananier,2036,806.2,18.1,2.75,1,0,110,8.16,22.44,1
2016,B,Muramvya,Maïs,1837,781.7,20.1,4.45,0,0,81,1.17,5.21,1
2016,B,Muramvya,Haricot,1780,546.3,21.2,3.67,0,0,50,0.61,2.24,1
2016,B,Muramvya,Manioc,1783,836.2,19.6,3.39,0,0,63,7.66,25.97,1
2016,B,Muramvya,Patate douce,1835,885.2,19.5,1.01,0,0,90,6.4,6.46,1
2016,B,Muramvya,Sorgho,1821,758.0,19.4,3.15,1,1,105,1.74,5.48,1
2016,B,Muramvya,Bananier,1824,952.7,19.5,2.28,0,0,173,8.06,18.38,1
2016,B,Mwaro,Maïs,1987,697.5,19.8,0.53,0,0,66,1.08,0.57,1
2016,B,Mwaro,Haricot,1991,,19.5,1.7,0,0,29,0.91,1.55,1
2016,B,Mwaro,Manioc,1921,704.7,19.4,3.6,0,0,126,7.29,26.24,1
2016,B,Mwaro,Patate douce,1925,681.4,19.3,4.05,0,0,19,3.79,15.35,0
2016,B,Mwaro,Sorgho,1988,821.4,18.9,0.73,0,0,31,1.07,0.78,1
2016,B,Mwaro,Bananier,1943,682.5,18.4,0.86,0,0,63,6.25,5.38,1
2016,B,Bubanza,Maïs,732,731.1,24.8,0.85,0,0,108,0.96,0.82,0
2016,B,Bubanza,Haricot,809,540.4,25.8,3.08,0,1,44,0.74,2.28,1
2016,B,Bubanza,Manioc,790,691.4,22.8,3.18,1,0,148,10.14,32.25,1
2016,B,Bubanza,Patate douce,822,848.2,22.8,3.6,0,0,148,5.3,19.08,1
2016,B,Bubanza,Sorgho,750,823.6,23.7,1.17,0,1,15,1.06,1.24,1
2016,B,Bubanza,Bananier,741,713.1,23.6,3.34,0,0,90,5.43,18.14,1
2016,B,Cibitoke,Maïs,755,766.8,22.9,3.14,0,1,26,1.41,4.43,1
2016,B,Cibitoke,Haricot,829,716.5,23.1,1.87,1,1,117,1.16,2.17,1
2016,B,Cibitoke,Manioc,811,757.1,22.2,3.65,1,1,55,15.11,55.15,1
2016,B,Cibitoke,Patate douce,828,846.6,22.7,0.42,0,0,48,6.09,2.56,1
2016,B,Cibitoke,Sorgho,806,786.9,23.5,1.62,0,0,162,0.79,1.28,1
2016,B,Cibitoke,Bananier,838,643.3,23.1,3.08,1,1,179,9.07,27.94,1
2016,B,Makamba,Maïs,1128,860.4,22.6,0.96,0,0,57,1.27,1.22,1
2016,B,Makamba,Haricot,1078,775.8,21.7,3.73,1,0,161,0.83,3.1,1
2016,B,Makamba,Manioc,1065,886.8,22.3,0.37,0,1,155,10.98,4.06,1
2016,B,Makamba,Patate douce,1115,724.6,21.2,2.22,1,0,72,7.01,15.56,1
2016,B,Makamba,Sorgho,1126,580.8,22.4,3.31,1,0,71,1.09,3.61,1
2016,B,Makamba,Bananier,1097,725.2,22.3,0.99,1,0,119,7.71,7.63,1
2016,B,Rutana,Maïs,1200,768.0,23.5,1.1,1,0,26,1.67,1.84,1
2016,B,Rutana,Haricot,1234,644.6,21.1,4.35,1,0,156,0.76,3.31,1
2016,B,Rutana,Manioc,1215,771.2,20.2,3.21,1,0,41,10.16,32.61,1
2016,B,Rutana,Patate douce,1227,817.1,23.1,1.45,0,0,130,4.99,7.24,1
2016,B,Rutana,Sorgho,1245,537.9,21.7,2.6,1,0,156,0.93,2.42,1
2016,B,Rutana,Bananier,1236,679.9,22.7,4.4,1,0,178,8.53,37.53,1
2016,B,Ruyigi,Maïs,1361,527.0,20.5,3.28,0,0,151,0.92,3.02,0
2016,B,Ruyigi,Haricot,1318,921.7,21.9,1.42,0,0,79,0.69,0.98,1
2016,B,Ruyigi,Manioc,1326,733.6,21.4,3.72,1,0,158,11.8,43.9,1
2016,B,Ruyigi,Patate douce,1389,611.9,21.1,4.19,0,0,95,6.12,25.64,1
2016,B,Ruyigi,Sorgho,1325,606.4,20.6,3.95,0,0,180,0.67,2.65,0
2016,B,Ruyigi,Bananier,1324,831.4,21.4,3.17,1,0,146,8.88,28.15,1
2016,B,Cankuzo,Maïs,1383,825.9,22.2,1.37,1,0,54,1.82,2.49,1
2016,B,Cankuzo,Haricot,1434,794.4,20.8,2.61,1,0,149,1.02,2.66,1
2016,B,Cankuzo,Manioc,1414,804.0,22.1,1.99,1,0,99,10.61,21.11,1
2016,B,Cankuzo,Patate douce,1421,809.6,22.3,0.34,0,0,179,3.94,1.34,0
2016,B,Cankuzo,Sorgho,1437,811.3,20.7,3.64,1,0,87,1.27,4.62,1
2016,B,Cankuzo,Bananier,1412,755.1,22.9,1.11,0,0,57,6.32,7.02,1
2016,B,Bururi,Maïs,1930,893.7,20.0,3.55,0,0,41,1.52,5.4,1
2016,B,Bururi,Haricot,1859,935.0,19.8,2.23,1,1,28,1.4,3.12,1
2016,B,Bururi,Manioc,1879,841.9,19.3,2.19,0,0,114,7.93,17.37,1
2016,B,Bururi,Patate douce,1924,647.3,21.1,1.8,0,0,92,5.63,10.13,1
2016,B,Bururi,Sorgho,1898,639.7,20.4,2.29,0,0,115,1.02,2.34,1
2016,B,Bururi,Bananier,1943,,18.3,0.35,0,0,25,4.02,1.41,0
2017,A,Bujumbura Rural,Maïs,810,823.3,24.6,4.09,1,0,146,1.5,6.13,1
2017,A,Bujumbura Rural,Haricot,885,954.0,23.5,3.88,0,0,155,0.52,2.02,0
2017,A,Bujumbura Rural,Manioc,825,870.1,22.3,1.69,1,0,173,11.88,20.08,1
2017,A,Bujumbura Rural,Patate douce,888,927.8,22.1,1.83,1,1,78,9.58,17.53,1
2017,A,Bujumbura Rural,Sorgho,835,926.3,22.9,3.38,0,0,93,0.81,2.74,1
2017,A,Bujumbura Rural,Bananier,817,895.6,23.7,3.38,0,0,144,5.92,20.01,1
2017,A,Gitega,Maïs,1788,719.0,19.1,2.62,0,0,135,1.27,3.33,1
2017,A,Gitega,Haricot,1727,880.3,20.9,0.68,0,1,76,1.11,0.75,1
2017,A,Gitega,Manioc,1711,938.5,19.9,0.97,0,0,52,8.84,8.57,1
2017,A,Gitega,Patate douce,1698,797.5,20.3,3.11,0,0,114,6.22,19.34,1
2017,A,Gitega,Sorgho,1773,854.6,21.2,2.49,0,0,82,0.92,2.29,1
2017,A,Gitega,Bananier,1699,861.0,19.6,4.11,0,0,103,6.37,26.18,1
2017,A,Ngozi,Maïs,1664,1028.5,19.9,1.27,0,0,53,1.59,2.02,1
2017,A,Ngozi,Haricot,1642,,20.4,2.31,1,0,120,1.11,2.56,1
2017,A,Ngozi,Manioc,1620,1026.3,21.3,4.04,1,0,61,11.34,45.81,1
2017,A,Ngozi,Patate douce,1693,921.9,20.0,0.66,0,0,138,5.65,3.73,1
2017,A,Ngozi,Sorgho,1674,966.3,20.0,3.07,1,0,102,1.64,5.03,1
2017,A,Ngozi,Bananier,1602,854.3,21.1,2.42,0,0,39,7.72,18.68,1
2017,A,Muyinga,Maïs,1550,730.9,20.6,0.69,0,0,153,1.47,1.01,1
2017,A,Muyinga,Haricot,1497,698.8,21.9,2.1,0,0,112,0.52,1.09,0
2017,A,Muyinga,Manioc,1539,814.8,20.5,1.37,0,0,36,7.99,10.95,1
2017,A,Muyinga,Patate douce,1450,1162.7,20.8,0.33,0,0,95,6.54,2.16,1
2017,A,Muyinga,Sorgho,1524,920.8,22.5,2.08,0,0,116,1.06,2.2,1
2017,A,Muyinga,Bananier,1521,802.2,18.6,2.73,0,0,50,6.39,17.44,1
2017,A,Kirundo,Maïs,1437,982.4,19.3,0.72,0,0,155,1.05,0.76,1
2017,A,Kirundo,Haricot,1391,799.8,21.8,2.82,1,0,109,0.78,2.2,1
2017,A,Kirundo,Manioc,1431,811.7,20.6,3.29,0,0,59,7.71,25.37,1
2017,A,Kirundo,Patate douce,1416,821.2,21.8,2.44,0,0,24,6.76,16.49,1
2017,A,Kirundo,Sorgho,1391,1128.2,21.3,1.78,0,0,147,1.13,2.01,1
2017,A,Kirundo,Bananier,1451,940.6,21.8,4.35,1,0,64,,,
2017,A,Kayanza,Maïs,1972,901.1,19.6,0.6,1,0,146,2.23,1.34,1
2017,A,Kayanza,Haricot,1998,884.0,18.1,3.48,0,0,132,0.76,2.64,1
2017,A,Kayanza,Manioc,1983,1104.1,19.9,4.48,0,0,95,8.84,39.6,1
2017,A,Kayanza,Patate douce,1986,1007.9,20.4,3.75,1,0,136,9.06,33.98,1
2017,A,Kayanza,Sorgho,1973,1120.6,19.0,4.12,0,0,76,1.23,5.07,1
2017,A,Kayanza,Bananier,1969,889.9,19.5,0.63,0,0,16,6.16,3.88,1
2017,A,Muramvya,Maïs,1811,868.5,20.5,4.07,0,0,85,1.01,4.11,0
2017,A,Muramvya,Haricot,1823,961.1,20.6,2.08,0,1,103,1.15,2.39,1
2017,A,Muramvya,Manioc,1765,895.7,19.3,3.19,1,0,163,12.47,39.78,1
2017,A,Muramvya,Patate douce,1784,1006.5,19.0,1.84,0,0,110,6.41,11.79,1
2017,A,Muramvya,Sorgho,1823,1047.9,20.7,1.26,1,0,75,1.35,1.7,1
2017,A,Muramvya,Bananier,1810,860.0,20.1,2.4,0,0,147,6.05,14.52,1
2017,A,Mwaro,Maïs,1932,802.9,19.2,1.97,0,1,80,1.51,2.97,1
2017,A,Mwaro,Haricot,1971,973.4,18.1,1.75,0,0,170,0.8,1.4,1
2017,A,Mwaro,Manioc,1922,1043.5,19.5,1.67,0,0,129,10.03,16.75,1
2017,A,Mwaro,Patate douce,1921,870.9,18.4,2.07,0,0,33,4.65,9.63,0
2017,A,Mwaro,Sorgho,1983,924.8,20.0,3.01,1,0,107,1.48,4.45,1
2017,A,Mwaro,Bananier,1916,800.2,19.4,4.25,0,1,57,6.75,28.69,1
2017,A,Bubanza,Maïs,790,863.0,23.3,1.97,0,1,82,1.34,2.64,1
2017,A,Bubanza,Haricot,824,857.2,23.0,0.85,0,1,106,0.93,0.79,1
2017,A,Bubanza,Manioc,799,1028.8,22.9,0.87,0,0,131,7.98,6.94,1
2017,A,Bubanza,Patate douce,769,763.3,24.2,1.25,1,1,120,,,
2017,A,Bubanza,Sorgho,827,954.9,22.6,2.27,1,0,137,1.13,2.57,1
2017,A,Bubanza,Bananier,800,1084.6,22.8,2.65,0,1,180,9.1,24.11,1
2017,A,Cibitoke,Maïs,804,788.1,22.6,3.66,0,0,151,1.14,4.17,1
2017,A,Cibitoke,Haricot,831,776.1,22.4,3.24,0,1,53,0.81,2.62,1
2017,A,Cibitoke,Manioc,763,875.7,23.9,2.14,1,1,18,12.95,27.71,1
2017,A,Cibitoke,Patate douce,809,894.9,23.2,0.64,0,1,83,7.02,4.49,1
2017,A,Cibitoke,Sorgho,774,960.9,23.1,1.9,1,0,113,1.19,2.26,1
2017,A,Cibitoke,Bananier,848,763.7,24.2,1.18,0,0,55,6.39,7.54,1
2017,A,Makamba,Maïs,1116,1004.7,22.9,1.56,,1,70,1.59,2.48,1
2017,A,Makamba,Haricot,1124,891.5,23.3,0.34,1,0,136,0.99,0.34,1
2017,A,Makamba,Manioc,1081,932.8,22.7,2.9,0,0,175,9.41,27.29,1
2017,A,Makamba,Patate douce,1112,947.0,22.5,3.61,,0,127,7.8,28.16,1
2017,A,Makamba,Sorgho,1142,1077.2,23.5,2.34,0,0,140,0.94,2.2,1
2017,A,Makamba,Bananier,1126,978.0,23.1,0.59,1,0,82,8.33,4.91,1
2017,A,Rutana,Maïs,1214,855.0,22.3,0.38,0,0,76,1.1,0.42,1
2017,A,Rutana,Haricot,1237,951.0,20.9,2.87,1,0,43,0.95,2.73,1
2017,A,Rutana,Manioc,1166,921.4,22.3,0.75,1,1,179,15.2,11.4,1
2017,A,Rutana,Patate douce,1196,759.2,22.2,0.35,0,0,35,6.51,2.28,1
2017,A,Rutana,Sorgho,1245,1027.4,21.5,1.85,0,0,83,0.75,1.39,0
2017,A,Rutana,Bananier,1216,875.4,23.0,2.53,1,0,78,9.08,22.97,1
2017,A,Ruyigi,Maïs,1371,869.7,21.6,2.98,0,0,124,1.21,3.61,1
2017,A,Ruyigi,Haricot,1320,867.3,20.5,4.22,0,0,98,0.65,2.74,1
2017,A,Ruyigi,Manioc,1392,879.9,21.9,2.59,,0,80,7.8,20.2,1
2017,A,Ruyigi,Patate douce,1336,1018.3,20.8,4.47,1,0,71,8.05,35.98,1
2017,A,Ruyigi,Sorgho,1388,1037.5,19.8,2.45,0,0,39,1.04,2.55,1
2017,A,Ruyigi,Bananier,1329,942.9,21.5,2.7,0,0,34,7.19,19.41,1
2017,A,Cankuzo,Maïs,1438,857.1,19.8,0.7,0,1,162,1.27,0.89,1
2017,A,Cankuzo,Haricot,1405,1061.7,19.9,3.95,1,0,169,1.09,4.31,1
2017,A,Cankuzo,Manioc,1356,906.1,21.7,2.57,1,0,71,12.43,31.95,1
2017,A,Cankuzo,Patate douce,1423,1068.5,20.7,1.52,0,0,36,6.43,9.77,1
2017,A,Cankuzo,Sorgho,1383,1041.0,21.9,3.55,1,0,158,1.28,4.54,1
2017,A,Cankuzo,Bananier,1417,1034.9,21.3,3.56,1,0,37,9.55,34.0,1
2017,A,Bururi,Maïs,1874,874.4,20.7,0.4,1,0,172,2.03,0.81,1
2017,A,Bururi,Haricot,1879,749.2,20.0,3.48,0,0,28,0.87,3.03,1
2017,A,Bururi,Manioc,1886,1128.2,19.8,0.77,0,1,68,12.06,9.29,1
2017,A,Bururi,Patate douce,1929,863.8,19.5,3.23,1,0,149,7.61,24.58,1
2017,A,Bururi,Sorgho,1939,917.7,19.4,3.05,1,0,84,1.34,4.09,1
2017,A,Bururi,Bananier,1933,720.2,17.9,2.44,0,0,139,7.19,17.54,1
2017,B,Bujumbura Rural,Maïs,864,840.0,22.9,3.29,1,0,140,1.43,4.7,1
2017,B,Bujumbura Rural,Haricot,830,749.5,25.5,1.46,1,1,114,0.99,1.45,1
2017,B,Bujumbura Rural,Manioc,871,782.7,22.9,1.74,0,1,112,8.53,14.84,1
2017,B,Bujumbura Rural,Patate douce,873,695.4,24.3,4.12,1,0,50,8.37,34.48,1
2017,B,Bujumbura Rural,Sorgho,817,656.1,24.4,2.5,1,0,52,0.92,2.3,1
2017,B,Bujumbura Rural,Bananier,892,608.4,23.5,3.99,0,0,120,5.85,23.34,1
2017,B,Gitega,Maïs,1771,823.9,19.8,3.57,1,0,171,1.74,6.21,1
2017,B,Gitega,Haricot,1693,656.3,19.6,2.3,0,0,110,0.85,1.95,1
2017,B,Gitega,Manioc,1710,757.3,20.5,3.51,1,0,120,11.27,39.56,1
2017,B,Gitega,Patate douce,1746,896.8,20.8,1.66,0,0,118,5.4,8.96,1
2017,B,Gitega,Sorgho,1782,698.3,21.1,3.42,0,0,24,0.86,2.94,1
2017,B,Gitega,Bananier,1756,736.1,17.9,0.46,0,0,27,5.43,2.5,1
2017,B,Ngozi,Maïs,1699,800.1,19.6,2.07,0,1,147,1.85,3.83,1
2017,B,Ngozi,Haricot,1623,,20.9,3.22,1,0,130,0.82,2.64,1
2017,B,Ngozi,Manioc,1625,777.2,20.3,1.66,0,0,56,8.17,13.56,1
2017,B,Ngozi,Patate douce,1667,696.3,20.1,4.4,0,0,155,4.46,19.62,0
2017,B,Ngozi,Sorgho,1672,884.5,19.3,0.98,1,0,28,1.36,1.33,1
2017,B,Ngozi,Bananier,1615,786.3,22.3,0.31,0,1,142,,,
2017,B,Muyinga,Maïs,1513,750.7,22.0,2.3,0,1,168,1.94,4.46,1
2017,B,Muyinga,Haricot,1476,747.6,21.5,3.04,1,0,162,0.87,2.64,1
2017,B,Muyinga,Manioc,1456,985.1,22.8,0.98,1,0,167,10.71,10.5,1
2017,B,Muyinga,Patate douce,1454,681.8,21.7,1.85,0,1,124,6.95,12.86,1
2017,B,Muyinga,Sorgho,1465,711.3,20.5,2.51,0,0,171,0.94,2.36,1
2017,B,Muyinga,Bananier,1542,788.2,20.2,4.44,1,0,96,6.88,30.55,1
2017,B,Kirundo,Maïs,1396,647.6,20.7,3.36,0,0,171,1.05,3.53,1
2017,B,Kirundo,Haricot,1395,818.2,21.3,2.88,0,1,104,,,
2017,B,Kirundo,Manioc,1405,708.0,20.7,0.58,1,0,16,11.38,6.6,1
2017,B,Kirundo,Patate douce,1402,795.1,21.8,4.17,0,0,24,6.78,28.27,1
2017,B,Kirundo,Sorgho,1448,826.4,20.6,3.72,0,1,148,1.01,3.76,1
2017,B,Kirundo,Bananier,1467,891.7,20.2,3.64,1,0,22,10.25,37.31,1
2017,B,Kayanza,Maïs,1971,669.2,19.1,2.8,0,0,95,1.25,3.5,1
2017,B,Kayanza,Haricot,1988,682.4,19.5,0.77,,0,38,0.83,0.64,1
2017,B,Kayanza,Manioc,2014,812.2,19.9,2.33,0,0,98,9.65,22.48,1
2017,B,Kayanza,Patate douce,1966,917.5,19.5,1.93,0,0,94,6.23,12.02,1
2017,B,Kayanza,Sorgho,1961,653.6,20.9,0.73,0,0,20,0.87,0.64,1
2017,B,Kayanza,Bananier,1985,,18.0,3.12,1,0,44,7.68,23.96,1
2017,B,Muramvya,Maïs,1776,629.3,19.8,1.44,0,0,161,1.27,1.83,1
2017,B,Muramvya,Haricot,1766,789.1,21.8,0.51,0,1,115,1.01,0.52,1
2017,B,Muramvya,Manioc,1838,710.2,18.8,1.61,0,0,151,9.81,15.79,1
2017,B,Muramvya,Patate douce,1839,860.8,19.0,3.17,0,0,74,6.0,19.02,1
2017,B,Muramvya,Sorgho,1783,836.5,19.6,3.24,0,0,98,1.03,3.34,1
2017,B,Muramvya,Bananier,1771,758.0,19.9,2.71,0,0,42,6.82,18.48,1
2017,B,Mwaro,Maïs,1968,629.1,19.7,1.3,1,0,138,1.61,2.09,1
2017,B,Mwaro,Haricot,1955,819.1,18.8,3.22,1,0,161,1.05,3.38,1
2017,B,Mwaro,Manioc,1941,582.9,19.0,1.04,0,1,42,8.76,9.11,1
2017,B,Mwaro,Patate douce,1907,632.5,20.9,4.03,0,0,15,5.9,23.78,1
2017,B,Mwaro,Sorgho,1937,656.3,20.2,1.12,0,0,160,1.01,1.13,1
2017,B,Mwaro,Bananier,1944,612.7,20.6,2.87,0,0,90,5.63,16.16,1
2017,B,Bubanza,Maïs,730,655.6,22.1,1.81,0,0,166,0.92,1.67,0
2017,B,Bubanza,Haricot,814,766.5,23.5,2.63,0,1,121,0.81,2.13,1
2017,B,Bubanza,Manioc,747,854.1,23.6,0.9,0,0,49,9.34,8.41,1
2017,B,Bubanza,Patate douce,807,785.0,24.3,2.21,0,0,72,4.97,10.98,1
2017,B,Bubanza,Sorgho,823,722.7,24.2,2.03,0,1,24,0.81,1.64,1
2017,B,Bubanza,Bananier,748,645.0,23.4,3.91,0,1,147,6.05,23.66,1
2017,B,Cibitoke,Maïs,810,611.8,22.4,3.11,0,0,171,1.12,3.48,1
2017,B,Cibitoke,Haricot,810,,22.7,1.78,0,1,57,0.74,1.32,1
2017,B,Cibitoke,Manioc,843,730.7,22.6,2.94,0,0,89,8.29,24.37,1
2017,B,Cibitoke,Patate douce,850,583.5,23.1,1.48,0,1,43,6.52,9.65,1
2017,B,Cibitoke,Sorgho,834,541.8,23.7,1.4,0,0,23,0.68,0.95,0
2017,B,Cibitoke,Bananier,813,747.6,23.3,1.91,0,0,162,5.1,9.74,1
2017,B,Makamba,Maïs,1146,739.7,21.9,2.25,0,0,151,1.09,2.45,1
2017,B,Makamba,Haricot,1105,875.1,24.1,2.19,0,0,25,0.66,1.45,1
2017,B,Makamba,Manioc,1105,612.5,21.6,1.44,1,0,80,9.54,13.74,1
2017,B,Makamba,Patate douce,1125,642.8,22.4,3.15,0,0,17,,,
2017,B,Makamba,Sorgho,1062,572.3,22.3,1.78,0,0,23,0.78,1.39,1
2017,B,Makamba,Bananier,1126,731.6,21.4,0.8,0,0,180,5.1,4.08,1
2017,B,Rutana,Maïs,1239,763.1,22.5,3.07,1,0,85,1.47,4.51,1
2017,B,Rutana,Haricot,1249,577.6,23.1,1.91,1,1,82,1.02,1.95,1
2017,B,Rutana,Manioc,1175,678.8,21.8,2.37,1,0,70,10.05,23.82,1
2017,B,Rutana,Patate douce,1159,,21.6,2.17,0,0,178,5.14,11.15,1
2017,B,Rutana,Sorgho,1169,659.8,20.5,2.71,0,0,140,0.68,1.84,0
2017,B,Rutana,Bananier,1178,741.0,24.1,3.74,0,0,106,5.78,21.62,1
2017,B,Ruyigi,Maïs,1382,,21.9,4.34,1,0,89,1.46,6.34,1
2017,B,Ruyigi,Haricot,1389,685.6,21.1,3.19,0,0,127,0.64,2.04,1
2017,B,Ruyigi,Manioc,1392,809.5,21.3,1.93,0,0,142,6.49,12.53,0
2017,B,Ruyigi,Patate douce,1307,692.2,21.0,2.0,1,0,148,8.18,16.36,1
2017,B,Ruyigi,Sorgho,1319,728.7,21.0,0.6,0,0,19,0.57,0.34,0
2017,B,Ruyigi,Bananier,1322,773.1,20.4,3.75,1,0,166,7.19,26.96,1
2017,B,Cankuzo,Maïs,1426,758.5,20.7,3.68,0,0,117,0.92,3.39,0
2017,B,Cankuzo,Haricot,1377,978.8,21.5,1.71,1,0,121,0.84,1.44,1
2017,B,Cankuzo,Manioc,1381,,21.3,0.72,0,0,55,9.19,6.62,1
2017,B,Cankuzo,Patate douce,1433,748.6,20.7,3.21,0,0,47,5.27,16.92,1
2017,B,Cankuzo,Sorgho,1402,740.3,21.8,3.21,0,0,171,,,
2017,B,Cankuzo,Bananier,1380,692.0,22.2,4.4,0,0,153,7.75,34.1,1
2017,B,Bururi,Maïs,1876,744.2,20.3,3.65,0,0,136,1.26,4.6,1
2017,B,Bururi,Haricot,1876,756.0,19.1,3.68,0,1,28,1.01,3.72,1
2017,B,Bururi,Manioc,1912,718.3,19.6,1.29,0,0,122,8.48,10.94,1
2017,B,Bururi,Patate douce,1862,897.1,19.9,1.14,0,1,164,8.22,9.37,1
2017,B,Bururi,Sorgho,1928,662.1,19.8,0.87,0,0,84,0.98,0.85,1
2017,B,Bururi,Bananier,1909,806.2,19.2,1.74,0,0,178,6.36,11.07,1
2018,A,Bujumbura Rural,Maïs,870,924.8,22.8,3.9,0,0,133,1.11,4.33,1
2018,A,Bujumbura Rural,Haricot,874,1084.6,23.4,4.27,0,0,26,0.9,3.84,1
2018,A,Bujumbura Rural,Manioc,804,,23.7,3.7,0,1,141,9.91,36.67,1
2018,A,Bujumbura Rural,Patate douce,816,1044.0,22.9,4.5,1,0,132,,,
2018,A,Bujumbura Rural,Sorgho,858,829.0,23.2,3.25,1,0,177,1.26,4.09,1
2018,A,Bujumbura Rural,Bananier,837,893.3,22.6,4.27,0,0,35,6.58,28.1,1
2018,A,Gitega,Maïs,1755,1107.1,19.7,4.03,1,0,173,2.27,9.15,1
2018,A,Gitega,Haricot,1789,968.6,20.7,1.3,1,0,163,1.39,1.81,1
2018,A,Gitega,Manioc,1787,956.6,20.8,1.42,0,0,31,8.18,11.62,1
2018,A,Gitega,Patate douce,1758,1032.3,19.7,1.53,0,0,31,5.65,8.64,1
2018,A,Gitega,Sorgho,1740,1016.3,19.8,4.32,1,0,52,1.32,5.7,1
2018,A,Gitega,Bananier,1777,944.5,19.7,1.76,,0,89,6.6,11.62,1
2018,A,Ngozi,Maïs,1666,857.3,19.8,1.74,0,0,166,1.33,2.31,1
2018,A,Ngozi,Haricot,1639,804.6,20.8,2.33,0,0,27,0.86,2.0,1
2018,A,Ngozi,Manioc,1679,1102.1,19.8,1.5,0,0,54,9.83,14.75,1
2018,A,Ngozi,Patate douce,1647,983.1,20.9,0.45,1,0,110,9.14,4.11,1
2018,A,Ngozi,Sorgho,1615,1038.0,20.2,2.4,1,0,96,1.72,4.13,1
2018,A,Ngozi,Bananier,1637,1196.1,19.9,4.26,0,0,52,7.57,32.25,1
2018,A,Muyinga,Maïs,1493,852.0,19.8,4.08,1,0,93,1.76,7.18,1
2018,A,Muyinga,Haricot,1527,952.2,20.2,1.23,0,0,20,0.78,0.96,1
2018,A,Muyinga,Manioc,1461,1041.9,21.0,2.36,0,0,29,9.99,23.58,1
2018,A,Muyinga,Patate douce,1497,863.1,21.7,1.59,0,0,70,5.84,9.29,1
2018,A,Muyinga,Sorgho,1506,873.1,22.4,4.38,0,0,50,1.11,4.86,1
2018,A,Muyinga,Bananier,1517,786.7,21.2,4.33,0,1,119,7.66,33.17,1
2018,A,Kirundo,Maïs,1439,872.2,19.9,0.88,1,0,156,1.31,1.15,1
2018,A,Kirundo,Haricot,1474,936.9,20.9,0.31,1,0,177,0.94,0.29,1
2018,A,Kirundo,Manioc,1433,1033.9,22.8,3.01,1,0,141,12.43,37.41,1
2018,A,Kirundo,Patate douce,1413,,20.7,3.22,1,0,162,7.61,24.5,1
2018,A,Kirundo,Sorgho,1398,815.5,22.8,0.87,1,0,122,0.93,0.81,1
2018,A,Kirundo,Bananier,1389,693.6,20.0,1.07,1,0,154,7.97,8.53,1
2018,A,Kayanza,Maïs,1988,924.4,20.6,1.82,0,0,51,1.63,2.97,1
2018,A,Kayanza,Haricot,1970,960.2,19.8,1.23,1,0,172,1.2,1.48,1
2018,A,Kayanza,Manioc,2041,760.7,18.8,0.78,0,1,48,11.09,8.65,1
2018,A,Kayanza,Patate douce,2026,887.8,17.1,1.02,1,0,45,7.52,7.67,1
2018,A,Kayanza,Sorgho,1979,919.9,19.9,4.42,0,0,43,1.26,5.57,1
2018,A,Kayanza,Bananier,2034,1048.9,18.9,0.8,1,1,17,11.67,9.34,1
2018,A,Muramvya,Maïs,1776,870.5,19.8,3.12,1,0,86,2.05,6.4,1
2018,A,Muramvya,Haricot,1780,903.9,19.8,3.74,0,0,64,0.84,3.14,1
2018,A,Muramvya,Manioc,1750,991.5,20.1,1.2,0,0,108,8.96,10.75,1
2018,A,Muramvya,Patate douce,1798,867.2,19.2,2.01,0,0,134,6.25,12.56,1
2018,A,Muramvya,Sorgho,1840,896.3,21.1,0.65,0,0,131,0.99,0.64,1
2018,A,Muramvya,Bananier,1787,878.1,20.9,3.9,0,0,109,6.37,24.84,1
2018,A,Mwaro,Maïs,1913,829.6,20.2,3.14,1,0,166,2.13,6.69,1
2018,A,Mwaro,Haricot,1925,918.5,19.0,4.46,1,0,142,1.23,5.49,1
2018,A,Mwaro,Manioc,1934,955.2,18.1,4.26,0,0,118,9.91,42.22,1
2018,A,Mwaro,Patate douce,1962,936.9,18.3,0.87,,1,32,10.13,8.81,1
2018,A,Mwaro,Sorgho,1977,919.1,19.0,2.91,1,1,148,1.85,5.38,1
